Customer_ID,Age,Gender,Annual_Income,Total_Purchases,Average_Order_Value,Website_Visits,Customer_Satisfaction,Previous_Returns,Churn,Total_Spending,Income_Per_Purchase
712,35,Male,125111,35,122.28,6,4.1,5,1,4279.8,3574.6
713,22,Female,75826,46,470.75,17,4.2,6,0,21654.5,1648.391304347826
714,64,Female,56451,14,23.21,11,4.9,2,0,324.94,4032.214285714286
715,42,Male,27227,36,390.7,16,3.4,2,0,14065.199999999999,756.3055555555555
716,19,Male,51910,12,320.1,12,1.3,9,1,3841.2000000000003,4325.833333333333
717,27,Male,56041,17,199.31,15,3.6,7,1,3388.27,3296.529411764706
718,47,Female,108920,39,44.23,23,3.5,4,0,1724.9699999999998,2792.8205128205127
719,62,Male,85681,9,321.19,4,3.6,3,1,2890.71,9520.111111111111
720,22,Male,123314,35,205.09,27,2.2,6,1,7178.150000000001,3523.2571428571428
721,50,Female,101571,13,469.41,18,4.4,6,0,6102.33,7813.153846153846
722,18,Male,85481,15,280.16,21,4.8,8,1,4202.400000000001,5698.733333333334
723,35,Male,88576,18,471.03,28,1.9,8,1,8478.539999999999,4920.888888888889
724,49,Male,127958,33,125.83,3,1.4,4,1,4152.39,3877.5151515151515
725,64,Female,149265,6,368.35,22,1.8,7,1,2210.1000000000004,24877.5
726,28,Female,147556,27,316.28,8,4.3,9,1,8539.56,5465.037037037037
727,38,Female,84174,23,374.92,23,3.7,0,0,8623.16,3659.7391304347825
728,43,Female,46160,27,123.04,3,3.5,8,1,3322.0800000000004,1709.6296296296296
729,42,Female,135170,34,339.2,8,2.6,7,1,11532.8,3975.5882352941176
730,39,Female,137867,46,259.06,18,3.3,5,0,11916.76,2997.108695652174
731,44,Female,37633,38,376.56,10,2.2,2,1,14309.28,990.3421052631579
732,30,Male,114880,14,176.98,25,2.9,2,0,2477.72,8205.714285714286
733,50,Male,37014,36,447.23,20,4.2,7,1,16100.28,1028.1666666666667
734,51,Female,100532,8,60.46,17,4.9,4,0,483.68,12566.5
735,58,Male,69104,35,407.45,8,4.7,9,1,14260.75,1974.4
736,52,Male,61621,19,433.43,23,4.7,6,0,8235.17,3243.2105263157896
737,18,Female,97231,30,412.28,11,2.6,4,0,12368.4,3241.0333333333333
738,38,Male,88388,14,266.11,29,2.9,7,1,3725.54,6313.428571428572
739,23,Male,36014,20,230.42,5,3.8,9,1,4608.4,1800.7
740,45,Male,112578,49,498.21,26,4.7,9,1,24412.289999999997,2297.5102040816328
741,34,Male,53755,25,130.0,13,1.6,3,1,3250.0,2150.2
742,22,Male,60390,40,282.5,21,2.2,1,1,11300.0,1509.75
743,48,Female,43711,24,341.92,23,1.6,2,1,8206.08,1821.2916666666667
744,22,Female,111658,14,356.42,5,3.4,7,1,4989.88,7975.571428571428
745,55,Female,77993,26,117.93,24,2.2,6,1,3066.1800000000003,2999.730769230769
746,20,Male,94696,38,333.92,27,2.3,1,1,12688.960000000001,2492.0
747,40,Female,47213,23,412.82,13,1.3,5,1,9494.86,2052.7391304347825
748,54,Male,135788,22,44.01,6,2.4,8,1,968.2199999999999,6172.181818181818
749,54,Male,124956,48,457.53,29,4.4,3,0,21961.44,2603.25
750,27,Male,77784,19,34.16,5,1.9,8,1,649.04,4093.8947368421054
751,27,Male,27421,46,190.87,9,3.8,1,0,8780.02,596.1086956521739
752,36,Female,106936,3,27.59,27,3.5,1,0,82.77,35645.333333333336
753,34,Female,119073,42,57.03,16,4.5,8,1,2395.26,2835.0714285714284
754,38,Male,37727,19,457.36,2,1.5,6,1,8689.84,1985.6315789473683
755,31,Female,132418,9,190.33,1,4.9,6,1,1712.97,14713.111111111111
756,26,Male,24358,28,223.89,8,3.3,0,0,6268.92,869.9285714285714
757,63,Female,85108,20,123.37,28,5.0,5,0,2467.4,4255.4
758,18,Female,146609,45,306.61,19,4.6,6,0,13797.45,3257.9777777777776
759,62,Male,114018,7,305.51,11,1.9,5,1,2138.5699999999997,16288.285714285714
760,30,Female,144457,14,198.66,28,1.2,5,1,2781.24,10318.357142857143
761,21,Male,52117,9,179.86,12,2.0,1,1,1618.7400000000002,5790.777777777777
762,18,Female,108700,19,444.78,12,3.1,5,0,8450.82,5721.0526315789475
763,57,Male,51910,47,203.98,7,1.7,3,1,9587.06,1104.468085106383
764,49,Male,146888,14,256.88,26,1.7,8,1,3596.3199999999997,10492.0
765,51,Female,118032,38,155.99,13,2.9,0,0,5927.620000000001,3106.1052631578946
766,45,Female,75754,36,397.65,27,1.1,7,1,14315.4,2104.277777777778
767,48,Male,82438,40,210.78,8,1.5,4,1,8431.2,2060.95
768,25,Female,129847,17,266.53,29,2.7,0,0,4531.009999999999,7638.058823529412
769,56,Female,49371,30,141.61,29,1.3,3,1,4248.3,1645.7
770,43,Male,71501,9,494.08,22,2.6,0,0,4446.72,7944.555555555556
771,51,Male,80946,33,159.92,28,2.9,5,0,5277.36,2452.909090909091
772,20,Female,58467,25,389.96,26,2.8,1,0,9749.0,2338.68
773,29,Male,37625,14,225.2,9,4.5,4,0,3152.7999999999997,2687.5
774,18,Male,53893,11,118.98,7,3.1,6,1,1308.78,4899.363636363636
775,61,Male,96329,35,403.87,26,2.9,1,0,14135.45,2752.2571428571428
776,22,Female,51007,41,180.13,21,2.6,5,0,7385.33,1244.0731707317073
777,47,Female,111302,14,435.29,24,4.3,5,0,6094.06,7950.142857142857
778,47,Male,59532,30,459.32,15,4.6,4,0,13779.6,1984.4
779,34,Female,74253,41,432.72,2,4.4,4,1,17741.52,1811.0487804878048
780,64,Male,32323,4,36.8,23,3.7,2,0,147.2,8080.75
781,40,Female,131335,4,397.94,20,1.5,9,1,1591.76,32833.75
782,32,Male,132356,28,217.44,25,2.1,9,1,6088.32,4727.0
783,54,Male,130944,8,439.39,12,1.2,1,1,3515.12,16368.0
784,38,Female,93379,2,326.22,1,4.7,6,1,652.44,46689.5
785,31,Male,34210,41,420.15,23,3.6,0,0,17226.149999999998,834.390243902439
786,19,Female,36456,46,259.73,22,4.0,5,0,11947.580000000002,792.5217391304348
787,28,Female,51367,22,276.81,8,2.2,5,1,6089.82,2334.8636363636365
788,56,Male,74624,41,89.31,5,4.4,2,1,3661.71,1820.0975609756097
789,55,Male,30106,16,396.31,15,2.0,1,1,6340.96,1881.625
790,51,Female,123493,29,221.31,1,1.0,1,1,6417.99,4258.379310344828
791,55,Male,88008,49,260.04,1,2.5,8,1,12741.960000000001,1796.0816326530612
792,51,Male,145926,48,396.85,25,3.3,4,0,19048.800000000003,3040.125
793,35,Male,135395,30,307.45,10,2.9,6,0,9223.5,4513.166666666667
794,47,Male,136492,12,116.53,22,4.4,4,0,1398.3600000000001,11374.333333333334
795,32,Male,92240,35,303.31,10,1.4,6,1,10615.85,2635.4285714285716
796,44,Female,84315,11,215.66,21,3.2,3,0,2372.2599999999998,7665.0
797,51,Female,89249,46,245.37,15,3.1,7,1,11287.02,1940.195652173913
798,55,Male,90587,21,33.59,17,2.1,9,1,705.3900000000001,4313.666666666667
799,50,Male,30756,21,120.81,22,4.3,9,1,2537.01,1464.5714285714287
800,41,Male,88011,5,154.9,6,4.0,6,1,774.5,17602.2
801,32,Female,56378,48,362.22,3,3.9,9,1,17386.56,1174.5416666666667
802,47,Male,24255,20,25.52,13,4.5,4,0,510.4,1212.75
803,59,Female,34484,37,216.21,16,3.9,5,0,7999.77,932.0
804,34,Female,145703,3,463.53,8,1.9,4,1,1390.59,48567.666666666664
805,22,Female,76549,44,73.7,15,3.8,6,0,3242.8,1739.75
806,46,Male,54503,33,267.88,17,2.2,1,1,8840.039999999999,1651.6060606060605
807,21,Female,144465,9,397.53,17,2.0,4,1,3577.7699999999995,16051.666666666666
808,27,Male,93794,9,472.42,22,1.3,9,1,4251.78,10421.555555555555
809,34,Female,145941,4,378.45,26,4.0,2,0,1513.8,36485.25
810,27,Male,126283,35,365.87,13,3.8,8,1,12805.45,3608.0857142857144
811,34,Female,120732,17,416.71,17,1.9,5,1,7084.07,7101.882352941177
812,37,Male,65113,34,234.18,6,4.0,9,1,7962.12,1915.0882352941176
813,41,Female,125730,24,406.81,17,4.7,2,0,9763.44,5238.75
814,22,Male,94069,32,23.82,16,1.4,6,1,762.24,2939.65625
815,51,Male,118117,1,463.79,14,1.9,3,1,463.79,118117.0
816,23,Male,25249,8,232.79,13,4.0,2,0,1862.32,3156.125
817,19,Male,145654,45,285.62,6,2.1,7,1,12852.9,3236.7555555555555
818,30,Female,139979,23,142.34,3,3.5,3,1,3273.82,6086.04347826087
819,60,Female,39201,47,376.41,14,1.3,0,1,17691.27,834.063829787234
820,60,Male,145541,40,56.79,14,2.8,5,0,2271.6,3638.525
821,28,Female,78576,12,438.87,15,4.0,9,1,5266.4400000000005,6548.0
822,64,Male,138562,12,417.5,8,3.7,0,0,5010.0,11546.833333333334
823,40,Male,145281,46,123.71,29,4.3,4,0,5690.66,3158.282608695652
824,33,Female,29686,47,408.48,15,4.5,6,0,19198.56,631.6170212765958
825,48,Male,132413,15,397.45,22,4.1,5,0,5961.75,8827.533333333333
826,28,Male,73363,41,323.46,29,3.7,1,0,13261.859999999999,1789.341463414634
827,33,Female,117543,19,199.29,27,1.1,3,1,3786.5099999999998,6186.473684210527
828,25,Male,20661,26,150.32,13,3.1,1,0,3908.3199999999997,794.6538461538462
829,21,Male,64843,29,131.26,17,1.2,0,1,3806.54,2235.9655172413795
830,57,Male,115673,22,172.93,21,4.2,2,0,3804.46,5257.863636363636
831,21,Male,80963,40,453.71,24,2.3,2,1,18148.399999999998,2024.075
832,42,Female,133092,21,57.27,3,3.2,6,1,1202.67,6337.714285714285
833,20,Female,62828,38,417.86,28,2.1,0,1,15878.68,1653.3684210526317
834,49,Female,68604,20,187.47,6,4.1,8,1,3749.4,3430.2
835,20,Male,30526,29,270.37,5,4.5,5,1,7840.7300000000005,1052.6206896551723
836,44,Male,88910,4,401.35,22,2.6,3,0,1605.4,22227.5
837,46,Female,45592,7,444.5,26,4.5,2,0,3111.5,6513.142857142857
838,49,Male,48982,28,185.5,17,2.1,2,1,5194.0,1749.357142857143
839,36,Male,20207,28,241.68,23,3.1,1,0,6767.04,721.6785714285714
840,38,Male,120969,4,218.97,25,4.4,1,0,875.88,30242.25
841,22,Male,137181,22,26.36,2,2.3,9,1,579.92,6235.5
842,35,Female,108733,12,162.05,26,4.8,4,0,1944.6000000000001,9061.083333333334
843,45,Female,118936,45,240.41,15,1.5,8,1,10818.45,2643.0222222222224
844,59,Female,144982,3,217.32,5,1.1,1,1,651.96,48327.333333333336
845,39,Male,145839,22,366.53,26,4.6,1,0,8063.66,6629.045454545455
846,38,Female,88619,44,204.71,20,1.3,5,1,9007.24,2014.0681818181818
847,23,Female,49328,2,254.9,6,5.0,9,1,509.8,24664.0
848,18,Male,66479,24,226.21,6,4.8,1,1,5429.04,2769.9583333333335
849,22,Male,128427,34,375.5,27,1.5,3,1,12767.0,3777.264705882353
850,58,Female,40103,27,434.23,18,3.2,5,0,11724.210000000001,1485.2962962962963
851,29,Female,59891,41,275.31,18,1.7,4,1,11287.710000000001,1460.7560975609756
852,43,Female,30754,1,398.93,4,2.7,0,1,398.93,30754.0
853,63,Female,119983,8,162.46,17,1.2,5,1,1299.68,14997.875
854,51,Male,101437,23,279.86,25,1.9,0,1,6436.780000000001,4410.304347826087
855,31,Female,118540,38,185.71,14,2.5,2,0,7056.9800000000005,3119.4736842105262
856,43,Female,92982,6,218.82,14,2.8,9,1,1312.92,15497.0
857,62,Male,122747,22,371.56,13,4.9,4,0,8174.32,5579.409090909091
858,44,Female,75922,25,443.2,7,4.2,9,1,11080.0,3036.88
859,26,Male,68231,18,78.32,12,3.9,4,0,1409.7599999999998,3790.6111111111113
860,43,Male,49301,17,324.63,23,3.1,9,1,5518.71,2900.0588235294117
861,64,Male,111652,12,299.43,15,4.4,5,0,3593.16,9304.333333333334
862,39,Female,140787,6,76.84,19,2.4,9,1,461.04,23464.5
863,64,Female,146823,26,121.71,11,3.8,7,1,3164.46,5647.038461538462
864,47,Male,82711,27,169.28,15,5.0,4,0,4570.56,3063.3703703703704
865,60,Female,61323,8,100.13,12,2.3,0,1,801.04,7665.375
866,34,Female,38752,19,136.99,3,3.7,4,1,2602.8100000000004,2039.578947368421
867,43,Male,117912,42,148.45,17,4.4,2,0,6234.9,2807.4285714285716
868,53,Male,102205,1,181.12,3,4.7,3,1,181.12,102205.0
869,18,Female,118452,29,379.71,19,3.9,7,1,11011.59,4084.551724137931
870,25,Male,33395,45,294.52,20,2.1,6,1,13253.4,742.1111111111111
871,52,Female,105957,49,493.4,4,2.3,4,1,24176.6,2162.387755102041
872,32,Female,141237,35,219.07,3,1.1,1,1,7667.45,4035.342857142857
873,64,Female,76273,40,381.86,26,4.0,5,0,15274.400000000001,1906.825
874,39,Female,147431,14,438.3,16,1.2,5,1,6136.2,10530.785714285714
875,31,Male,111878,35,345.91,12,4.5,9,1,12106.85,3196.5142857142855
876,43,Male,24895,48,217.7,8,1.5,9,1,10449.599999999999,518.6458333333334
877,45,Male,139968,45,381.73,24,1.7,5,1,17177.850000000002,3110.4
878,40,Male,135700,20,117.76,29,2.9,8,1,2355.2000000000003,6785.0
879,31,Female,96559,49,177.23,29,4.0,7,1,8684.269999999999,1970.591836734694
880,41,Female,30699,13,282.41,17,1.6,7,1,3671.3300000000004,2361.4615384615386
881,19,Male,85061,38,296.2,7,2.8,0,1,11255.6,2238.4473684210525
882,62,Female,29715,49,30.63,11,2.9,4,0,1500.87,606.4285714285714
883,43,Female,39169,46,473.65,18,1.8,6,1,21787.899999999998,851.5
884,31,Female,145436,49,354.38,1,1.5,5,1,17364.62,2968.081632653061
885,24,Male,138413,8,257.94,3,4.3,4,1,2063.52,17301.625
886,20,Male,36163,43,467.9,4,3.0,7,1,20119.7,841.0
887,64,Male,139264,20,230.77,13,1.1,2,1,4615.400000000001,6963.2
888,40,Female,25782,33,490.61,6,4.2,5,1,16190.130000000001,781.2727272727273
889,63,Male,108177,26,265.9,26,4.9,4,0,6913.4,4160.653846153846
890,60,Male,149772,39,74.86,14,3.4,7,1,2919.54,3840.3076923076924
891,64,Male,144481,21,387.1,5,3.0,3,1,8129.1,6880.047619047619
892,62,Male,104328,49,345.87,16,4.5,7,1,16947.63,2129.1428571428573
893,35,Male,135028,42,391.03,15,4.8,9,1,16423.26,3214.9523809523807
894,55,Male,55585,43,476.69,15,4.0,1,0,20497.67,1292.6744186046512
895,52,Female,50682,41,392.71,4,2.8,8,1,16101.109999999999,1236.1463414634147
896,32,Female,67864,9,313.44,8,3.4,8,1,2820.96,7540.444444444444
897,42,Male,149992,24,431.51,27,3.8,9,1,10356.24,6249.666666666667
898,54,Male,104416,37,343.16,16,1.8,9,1,12696.92,2822.054054054054
899,45,Female,75114,49,215.9,28,2.8,5,0,10579.1,1532.938775510204
900,27,Female,147810,41,445.1,16,4.3,3,0,18249.100000000002,3605.121951219512
901,56,Male,58067,17,126.51,4,3.6,3,1,2150.67,3415.705882352941
902,34,Male,62685,24,363.03,13,2.6,5,0,8712.72,2611.875
903,56,Male,142262,21,443.15,26,3.7,4,0,9306.15,6774.380952380952
904,39,Male,38073,39,371.03,28,1.5,5,1,14470.169999999998,976.2307692307693
905,43,Female,56035,41,354.69,13,2.6,6,0,14542.289999999999,1366.7073170731708
906,61,Male,84977,39,381.27,2,4.2,6,1,14869.529999999999,2178.897435897436
907,42,Male,122710,13,243.23,3,1.9,8,1,3161.99,9439.23076923077
908,34,Male,110373,11,439.6,22,1.7,7,1,4835.6,10033.90909090909
909,30,Male,103362,46,117.65,8,4.8,5,0,5411.900000000001,2247.0
910,37,Female,110517,19,81.15,24,1.8,5,1,1541.8500000000001,5816.684210526316
911,42,Female,85450,11,157.04,15,2.0,4,1,1727.4399999999998,7768.181818181818
912,21,Female,30382,13,275.16,11,4.9,0,0,3577.0800000000004,2337.076923076923
913,27,Male,24437,46,265.07,9,3.9,8,1,12193.22,531.2391304347826
914,20,Male,90971,45,413.89,7,3.8,8,1,18625.05,2021.5777777777778
915,58,Female,84612,1,214.19,13,4.4,8,1,214.19,84612.0
916,62,Male,110355,40,252.49,2,1.5,7,1,10099.6,2758.875
917,35,Male,81929,44,26.42,8,3.8,9,1,1162.48,1862.0227272727273
918,64,Female,122411,19,216.67,7,3.0,2,1,4116.73,6442.684210526316
919,53,Female,117518,12,330.93,24,4.3,0,0,3971.16,9793.166666666666
920,64,Female,118864,8,27.44,12,3.0,7,1,219.52,14858.0
921,39,Female,32329,8,154.82,19,3.5,6,0,1238.56,4041.125
922,51,Male,145605,45,119.82,7,2.9,4,1,5391.9,3235.6666666666665
923,64,Male,45169,12,40.15,10,2.9,9,1,481.79999999999995,3764.0833333333335
924,25,Female,107468,48,250.04,29,4.1,6,0,12001.92,2238.9166666666665
925,57,Male,54594,33,107.23,25,3.5,9,1,3538.59,1654.3636363636363
926,61,Female,96957,45,376.68,16,3.5,3,0,16950.6,2154.6
927,36,Female,80631,26,427.01,3,2.8,8,1,11102.26,3101.1923076923076
928,59,Male,65033,39,281.88,10,3.1,9,1,10993.32,1667.5128205128206
929,58,Female,83133,28,491.22,6,4.0,1,1,13754.16,2969.035714285714
930,54,Male,93165,5,236.23,18,4.3,8,1,1181.1499999999999,18633.0
931,23,Male,93861,8,266.42,18,3.8,8,1,2131.36,11732.625
932,43,Male,72290,25,494.82,5,4.7,4,1,12370.5,2891.6
933,51,Male,114031,27,131.14,21,4.3,0,0,3540.7799999999997,4223.37037037037
934,62,Female,51750,46,472.42,29,3.2,6,0,21731.32,1125.0
935,23,Male,115155,23,40.56,7,3.7,9,1,932.8800000000001,5006.739130434783
936,54,Female,60461,30,234.27,28,4.7,9,1,7028.1,2015.3666666666666
937,50,Female,93800,45,53.6,2,3.5,3,1,2412.0,2084.4444444444443
938,39,Female,98222,47,370.03,11,4.3,8,1,17391.41,2089.8297872340427
939,38,Female,132020,23,312.04,13,3.8,5,0,7176.92,5740.0
940,23,Male,44226,49,359.18,23,3.2,2,0,17599.82,902.5714285714286
941,23,Male,26721,47,199.75,5,2.0,5,1,9388.25,568.531914893617
942,21,Female,76154,20,197.35,6,2.7,9,1,3947.0,3807.7
943,47,Female,40609,18,41.75,24,4.9,5,0,751.5,2256.0555555555557
944,28,Male,72130,18,187.97,26,3.6,4,0,3383.46,4007.222222222222
945,47,Female,92909,2,466.06,29,3.3,1,0,932.12,46454.5
946,48,Male,124211,4,202.03,14,4.7,9,1,808.12,31052.75
947,41,Female,75249,30,419.06,12,3.3,9,1,12571.8,2508.3
948,26,Male,68895,33,424.32,4,3.1,1,1,14002.56,2087.7272727272725
949,20,Female,114473,36,199.16,29,4.0,6,0,7169.76,3179.8055555555557
950,48,Female,25656,18,323.35,23,3.9,1,0,5820.3,1425.3333333333333
951,57,Male,144865,37,65.78,6,1.8,5,1,2433.86,3915.2702702702704
952,54,Female,94520,19,69.77,10,2.9,4,0,1325.6299999999999,4974.736842105263
953,53,Female,83740,47,43.36,18,2.9,3,0,2037.92,1781.7021276595744
954,41,Male,84309,28,298.89,15,2.5,6,0,8368.92,3011.035714285714
955,48,Female,49984,40,224.51,8,3.1,7,1,8980.4,1249.6
956,23,Male,138947,20,283.06,26,2.7,3,0,5661.2,6947.35
957,19,Male,93822,49,270.12,9,1.8,0,1,13235.880000000001,1914.734693877551
958,37,Female,25901,33,188.1,5,2.6,0,1,6207.3,784.8787878787879
959,45,Female,51552,12,345.19,10,1.3,0,1,4142.28,4296.0
960,28,Female,111245,15,384.08,20,3.3,0,0,5761.2,7416.333333333333
961,21,Female,51055,41,27.02,6,4.4,4,1,1107.82,1245.2439024390244
962,32,Female,57685,39,119.48,16,3.9,3,0,4659.72,1479.1025641025642
963,23,Female,93965,2,362.35,24,2.4,8,1,724.7,46982.5
964,47,Female,34716,29,205.58,27,1.3,2,1,5961.820000000001,1197.103448275862
965,55,Male,134099,41,337.99,3,1.8,6,1,13857.59,3270.7073170731705
966,19,Female,31138,10,186.54,10,3.2,7,1,1865.3999999999999,3113.8
967,32,Male,55298,2,207.56,11,1.8,5,1,415.12,27649.0
968,28,Female,71112,11,96.17,11,3.2,9,1,1057.8700000000001,6464.727272727273
969,25,Female,43429,13,143.95,17,1.9,0,1,1871.35,3340.6923076923076
970,43,Male,70200,10,310.6,4,4.4,7,1,3106.0,7020.0
971,62,Female,91308,14,227.92,4,2.6,9,1,3190.8799999999997,6522.0
972,61,Female,68244,18,391.67,17,2.0,2,1,7050.06,3791.3333333333335
973,22,Male,137217,9,429.24,9,4.2,7,1,3863.16,15246.333333333334
974,23,Female,134055,39,279.99,19,2.4,3,1,10919.61,3437.3076923076924
975,43,Female,121268,28,383.97,5,1.4,7,1,10751.16,4331.0
976,21,Female,125441,3,167.31,22,3.3,0,0,501.93,41813.666666666664
977,36,Male,37347,20,219.19,24,3.3,2,0,4383.8,1867.35
978,37,Female,36920,6,362.13,6,3.9,5,1,2172.7799999999997,6153.333333333333
979,50,Female,51822,27,205.38,3,2.0,8,1,5545.26,1919.3333333333333
980,37,Female,66659,2,302.48,22,2.8,1,0,604.96,33329.5
981,29,Female,60108,29,108.98,1,2.1,0,1,3160.42,2072.689655172414
982,64,Male,148955,38,307.89,20,1.3,9,1,11699.82,3919.8684210526317
983,18,Male,109099,3,433.53,22,4.5,2,0,1300.59,36366.333333333336
984,43,Female,27967,16,436.95,16,3.9,3,0,6991.2,1747.9375
985,31,Female,130719,30,367.69,23,2.2,4,1,11030.7,4357.3
986,55,Male,31871,40,377.96,11,3.4,2,0,15118.4,796.775
987,54,Male,114299,2,287.81,13,1.8,9,1,575.62,57149.5
988,28,Female,97452,17,300.64,27,4.6,1,0,5110.88,5732.470588235294
989,53,Male,94270,41,84.15,10,1.5,1,1,3450.15,2299.268292682927
990,30,Female,53613,12,233.05,3,1.0,6,1,2796.6000000000004,4467.75
991,60,Male,48179,35,236.37,9,3.0,8,1,8272.95,1376.5428571428572
992,20,Male,140465,43,480.08,28,3.3,9,1,20643.44,3266.6279069767443
993,50,Male,72188,1,226.92,12,3.3,1,0,226.92,72188.0
994,23,Male,75099,45,283.68,23,1.2,6,1,12765.6,1668.8666666666666
995,27,Female,55262,15,275.96,14,2.3,6,1,4139.4,3684.133333333333
996,22,Male,98213,26,325.65,1,3.0,6,1,8466.9,3777.423076923077
997,40,Male,137407,37,379.15,18,1.9,2,1,14028.55,3713.7027027027025
998,27,Female,38268,21,128.02,17,4.5,6,0,2688.42,1822.2857142857142
999,61,Male,97866,49,273.79,27,1.3,0,1,13415.710000000001,1997.265306122449
1000,19,Male,106269,31,416.44,9,2.9,9,1,12909.64,3428.032258064516
